Spcode,Category,English.Name,Scientific.Name
x00942,hybrid,Spectacled x King Eider (hybrid),Somateria fischeri x spectabilis
comeid,species,Common Eider,Somateria mollissima
comeid5,group (monotypic),Common Eider (Eurasian),Somateria mollissima mollissima
comeid6,group (monotypic),Common Eider (Faeroe Is.),Somateria mollissima faeroeensis
comeid1,group (monotypic),Common Eider (Pacific),Somateria mollissima v-nigrum
comeid2,group (monotypic),Common Eider (Dresser's),Somateria mollissima dresseri
comeid3,group (monotypic),Common Eider (Northern),Somateria mollissima borealis
comeid4,group (monotypic),Common Eider (Hudson Bay),Somateria mollissima sedentaria
x00881,hybrid,Mallard x Common Eider (hybrid),Anas platyrhynchos x Somateria mollissima
eider,slash,King/Common Eider,Somateria spectabilis/mollissima
x00665,hybrid,King x Common Eider (hybrid),Somateria spectabilis x mollissima
eider1,spuh,eider sp.,Somateria sp.
harduc,species,Harlequin Duck,Histrionicus histrionicus
labduc,species,Labrador Duck,Camptorhynchus labradorius
sursco,species,Surf Scoter,Melanitta perspicillata
whwsco3,species,Velvet Scoter,Melanitta fusca
whwsco2,species,White-winged Scoter,Melanitta deglandi
whwsco1,species,Stejneger's Scoter,Melanitta stejnegeri
x00882,hybrid,Surf x White-winged Scoter (hybrid),Melanitta perspicillata x deglandi
whwsco,slash,Velvet/White-winged/Stejneger's Scoter,Melanitta fusca/deglandi/stejnegeri
whwsco4,slash,White-winged/Stejneger's Scoter,Melanitta deglandi/stejnegeri
blksco1,species,Common Scoter,Melanitta nigra
blksco2,species,Black Scoter,Melanitta americana
dawsco,slash,Surf/Black Scoter,Melanitta perspicillata/americana
blksco,slash,Common/Black Scoter,Melanitta nigra/americana
scoter,spuh,scoter sp.,Melanitta sp.
lotduc,species,Long-tailed Duck,Clangula hyemalis
buffle,species,Bufflehead,Bucephala albeola
comgol,species,Common Goldeneye,Bucephala clangula
x00655,hybrid,Bufflehead x Common Goldeneye (hybrid),Bucephala albeola x clangula
x00909,hybrid,Bufflehead x goldeneye sp. (hybrid),Bucephala albeola x clangula/islandica
bargol,species,Barrow's Goldeneye,Bucephala islandica
cxbgol1,hybrid,Common x Barrow's Goldeneye (hybrid),Bucephala clangula x islandica
y00004,slash,Common/Barrow's Goldeneye,Bucephala clangula/islandica
smew,species,Smew,Mergellus albellus
hoomer,species,Hooded Merganser,Lophodytes cucullatus
x00202,hybrid,Wood Duck x Hooded Merganser (hybrid),Aix sponsa x Lophodytes cucullatus
x00424,hybrid,Bufflehead x Hooded Merganser (hybrid),Bucephala albeola x Lophodytes cucullatus
x00425,hybrid,Common Goldeneye x Hooded Merganser (hybrid),Bucephala clangula x Lophodytes cucullatus
x00426,hybrid,Barrow's Goldeneye x Hooded Merganser (hybrid),Bucephala islandica x Lophodytes cucullatus
x00631,hybrid,goldeneye sp. x Hooded Merganser (hybrid),Bucephala clangula/islandica x Lophodytes cucullatus
auimer1,species,Auckland Islands Merganser,Mergus australis
commer,species,Common Merganser,Mergus merganser
goosan1,group (polytypic),Common Merganser (Eurasian),Mergus merganser merganser/orientalis
commer1,group (monotypic),Common Merganser (North American),Mergus merganser americanus
x00840,hybrid,Common Eider x Common Merganser (hybrid),Somateria mollissima x Mergus merganser
x00726,hybrid,Hooded x Common Merganser (hybrid),Lophodytes cucullatus x Mergus merganser
bramer1,species,Brazilian Merganser,Mergus octosetaceus
rebmer,species,Red-breasted Merganser,Mergus serrator
x00614,hybrid,Ring-necked Duck x Red-breasted Merganser (hybrid),Aythya collaris x Mergus serrator
x00780,hybrid,Common x Red-breasted Merganser (hybrid),Mergus merganser x serrator
y00224,slash,Common/Red-breasted Merganser,Mergus merganser/serrator
scsmer1,species,Scaly-sided Merganser,Mergus squamatus
mergan1,spuh,merganser sp.,Mergellus/Lophodytes/Mergus sp.
blhduc1,species,Black-headed Duck,Heteronetta atricapilla
masduc,species,Masked Duck,Nomonyx dominicus
rudduc,species,Ruddy Duck,Oxyura jamaicensis
andduc1,species,Andean Duck,Oxyura ferruginea
andduc2,group (monotypic),Andean Duck (andina),Oxyura ferruginea andina
rudduc2,group (monotypic),Andean Duck (ferruginea),Oxyura ferruginea ferruginea
y00710,slash,Masked/Ruddy Duck,Nomonyx dominicus/Oxyura jamaicensis
whhduc1,species,White-headed Duck,Oxyura leucocephala
x00705,hybrid,Ruddy x White-headed Duck (hybrid),Oxyura jamaicensis x leucocephala
macduc1,species,Maccoa Duck,Oxyura maccoa
lakduc1,species,Lake Duck,Oxyura vittata
y00601,slash,Andean/Lake Duck,Oxyura ferruginea/vittata
blbduc1,species,Blue-billed Duck,Oxyura australis
musduc1,species,Musk Duck,Biziura lobata
duck1,spuh,duck sp.,Anatinae sp.
waterf1,spuh,waterfowl sp.,Anatidae sp.
ausbrt1,species,Australian Brushturkey,Alectura lathami
watbrt1,species,Wattled Brushturkey,Aepypodius arfakianus
brubrt1,species,Waigeo Brushturkey,Aepypodius bruijnii
rebbrt1,species,Red-billed Brushturkey,Talegalla cuvieri
bkbbrt1,species,Yellow-legged Brushturkey,Talegalla fuscirostris
bncbrt1,species,Red-legged Brushturkey,Talegalla jobiensis
talega1,spuh,Talegalla sp.,Talegalla sp.
mallee1,species,Malleefowl,Leipoa ocellata
maleo1,species,Maleo,Macrocephalon maleo
molscr1,species,Moluccan Scrubfowl,Eulipoa wallacei
niuscr1,species,Niuafoou Scrubfowl,Megapodius pritchardii
micscr1,species,Micronesian Scrubfowl,Megapodius laperouse
nicscr1,species,Nicobar Scrubfowl,Megapodius nicobariensis
tabscr1,species,Tabon Scrubfowl,Megapodius cumingii
sulscr1,species,Sula Scrubfowl,Megapodius bernsteinii
tanscr1,species,Tanimbar Scrubfowl,Megapodius tenimberensis
dusscr2,species,Dusky Scrubfowl,Megapodius freycinet
dusscr3,species,Biak Scrubfowl,Megapodius geelvinkianus
forscr1,species,Forsten's Scrubfowl,Megapodius forsteni
melscr1,species,Melanesian Scrubfowl,Megapodius eremita
vanscr1,species,Vanuatu Scrubfowl,Megapodius layardi
negscr1,species,New Guinea Scrubfowl,Megapodius decollatus
orfscr1,species,Orange-footed Scrubfowl,Megapodius reinwardt
placha,species,Plain Chachalaca,Ortalis vetula
grhcha1,species,Gray-headed Chachalaca,Ortalis cinereiceps
chwcha1,species,Chestnut-winged Chachalaca,Ortalis garrula
ruvcha1,species,Rufous-vented Chachalaca,Ortalis ruficauda
ruvcha2,group (monotypic),Rufous-vented Chachalaca (Rufous-vented),Ortalis ruficauda ruficrissa
ruvcha3,group (monotypic),Rufous-vented Chachalaca (Rufous-tipped),Ortalis ruficauda ruficauda
ruhcha1,species,Rufous-headed Chachalaca,Ortalis erythroptera
rubcha1,species,Rufous-bellied Chachalaca,Ortalis wagleri
wemcha1,species,West Mexican Chachalaca,Ortalis poliocephala
chacha1,species,Chaco Chachalaca,Ortalis canicollis
whbcha1,species,White-bellied Chachalaca,Ortalis leucogastra
colcha1,species,Colombian Chachalaca,Ortalis columbiana
specha3,species,Speckled Chachalaca,Ortalis guttata
specha6,group (polytypic),Speckled Chachalaca (Speckled),Ortalis guttata guttata/subaffinis
specha5,group (monotypic),Speckled Chachalaca (Parana),Ortalis guttata remota
specha2,species,East Brazilian Chachalaca,Ortalis araucuan
specha4,species,Scaled Chachalaca,Ortalis squamata
varcha1,species,Variable Chachalaca,Ortalis motmot
varcha2,group (monotypic),Variable Chachalaca (Little),Ortalis motmot motmot
varcha3,group (monotypic),Variable Chachalaca (Chestnut-headed),Ortalis motmot ruficeps
bubcha1,species,Buff-browed Chachalaca,Ortalis superciliaris
chacha2,spuh,chachalaca sp.,Ortalis sp.
batgua1,species,Band-tailed Guan,Penelope argyrotis
beagua1,species,Bearded Guan,Penelope barbata
baugua1,species,Baudo Guan,Penelope ortoni
andgua1,species,Andean Guan,Penelope montagnii
margua1,species,Marail Guan,Penelope marail
rumgua1,species,Rusty-margined Guan,Penelope superciliaris
refgua1,species,Red-faced Guan,Penelope dabbenei
spigua1,species,Spix's Guan,Penelope jacquacu
spigua3,group (monotypic),Spix's Guan (Grant's),Penelope jacquacu granti
spigua2,group (polytypic),Spix's Guan (Spix's),Penelope jacquacu [jacquacu Group]
y00657,slash,Marail/Spix's Guan,Penelope marail/jacquacu
cregua1,species,Crested Guan,Penelope purpurascens
caugua1,species,Cauca Guan,Penelope perspicax
whwgua1,species,White-winged Guan,Penelope albipennis
dulgua1,species,Dusky-legged Guan,Penelope obscura
dulgua2,group (polytypic),Dusky-legged Guan (Dusky-legged),Penelope obscura obscura/bronzina
dulgua3,group (monotypic),Dusky-legged Guan (Bridges's),Penelope obscura bridgesi
whcgua1,species,White-crested Guan,Penelope pileata
chbgua1,species,Chestnut-bellied Guan,Penelope ochrogaster
whbgua1,species,White-browed Guan,Penelope jacucaca
penelo1,spuh,Penelope sp.,Penelope sp.
trpgua1,species,Trinidad Piping-Guan,Pipile pipile
btpgua1,species,Blue-throated Piping-Guan,Pipile cumanensis
butpig1,group (monotypic),Blue-throated Piping-Guan (Blue-throated),Pipile cumanensis cumanensis
butpig2,group (monotypic),Blue-throated Piping-Guan (White-throated),Pipile cumanensis grayi
rtpgua1,species,Red-throated Piping-Guan,Pipile cujubi
retpig1,group (monotypic),Red-throated Piping-Guan (Gray-crested),Pipile cujubi cujubi
retpig2,group (monotypic),Red-throated Piping-Guan (White-crested),Pipile cujubi nattereri
y00831,slash,Blue-throated/Red-throated Piping-Guan,Pipile cumanensis/cujubi
bfpgua1,species,Black-fronted Piping-Guan,Pipile jacutinga
watgua1,species,Wattled Guan,Aburria aburri
blagua1,species,Black Guan,Chamaepetes unicolor
siwgua1,species,Sickle-winged Guan,Chamaepetes goudotii
higgua1,species,Highland Guan,Penelopina nigra
horgua1,species,Horned Guan,Oreophasis derbianus
noccur1,species,Nocturnal Curassow,Nothocrax urumutum
crecur2,species,Crestless Curassow,Mitu tomentosum
salcur1,species,Salvin's Curassow,Mitu salvini
rabcur2,species,Razor-billed Curassow,Mitu tuberosum
alacur1,species,Alagoas Curassow,Mitu mitu
helcur1,species,Helmeted Curassow,Pauxi pauxi
horcur2,species,Sira Curassow,Pauxi koepckeae
horcur3,species,Horned Curassow,Pauxi unicornis
grecur1,species,Great Curassow,Crax rubra
bubcur1,species,Blue-billed Curassow,Crax alberti
yekcur1,species,Yellow-knobbed Curassow,Crax daubentoni
blacur1,species,Black Curassow,Crax alector
watcur1,species,Wattled Curassow,Crax globulosa
bafcur1,species,Bare-faced Curassow,Crax fasciolata
bafcur2,group (monotypic),Bare-faced Curassow (Belem),Crax fasciolata pinima
bafcur3,group (polytypic),Bare-faced Curassow (Bare-faced),Crax fasciolata fasciolata/grayi
rebcur1,species,Red-billed Curassow,Crax blumenbachii
curass1,spuh,curassow sp.,Cracidae sp. (curassow sp.)
cracid1,spuh,Cracidae sp.,Cracidae sp.
helgui,species,Helmeted Guineafowl,Numida meleagris
helgui2,group (monotypic),Helmeted Guineafowl (Moroccan),Numida meleagris sabyi
helgui4,group (monotypic),Helmeted Guineafowl (West African),Numida meleagris galeatus
helgui3,group (polytypic),Helmeted Guineafowl (Helmeted),Numida meleagris meleagris/somaliensis
helgui5,group (monotypic),Helmeted Guineafowl (Reichenow's),Numida meleagris reichenowi
helgui6,group (polytypic),Helmeted Guineafowl (Tufted),Numida meleagris [mitratus Group]
helgui1,domestic,Helmeted Guineafowl (Domestic type),Numida meleagris (Domestic type)
whbgui1,species,White-breasted Guineafowl,Agelastes meleagrides
blagui1,species,Black Guineafowl,Agelastes niger
vulgui1,species,Vulturine Guineafowl,Acryllium vulturinum
plugui1,species,Plumed Guineafowl,Guttera plumifera
cregui1,species,Crested Guineafowl,Guttera pucherani
cregui3,group (monotypic),Crested Guineafowl (Kenya),Guttera pucherani pucherani
cregui2,group (polytypic),Crested Guineafowl (Western),Guttera pucherani verreauxi/sclateri
cregui4,group (polytypic),Crested Guineafowl (Southern),Guttera pucherani edouardi/barbata
stopar1,species,Stone Partridge,Ptilopachus petrosus
stopar2,group (monotypic),Stone Partridge (Stone),Ptilopachus petrosus petrosus
stopar3,group (monotypic),Stone Partridge (Ethiopian),Ptilopachus petrosus major
nahfra2,species,Nahan's Francolin,Ptilopachus nahani
tafqua1,species,Tawny-faced Quail,Rhynchortyx cinctus
mouqua,species,Mountain Quail,Oreortyx pictus
bewpar1,species,Bearded Wood-Partridge,Dendrortyx barbatus
ltwpar1,species,Long-tailed Wood-Partridge,Dendrortyx macroura
bcwpar1,species,Buffy-crowned Wood-Partridge,Dendrortyx leucophrys
banqua1,species,Banded Quail,Philortyx fasciatus
norbob,species,Northern Bobwhite,Colinus virginianus
norbob1,group (polytypic),Northern Bobwhite (Eastern),Colinus virginianus [virginianus Group]
norbob2,group (polytypic),Northern Bobwhite (graysoni/nigripectus),Colinus virginianus graysoni/nigripectus
norbob3,group (polytypic),Northern Bobwhite (pectoralis Group),Colinus virginianus [pectoralis Group]
masbob1,group (polytypic),Northern Bobwhite (Masked),Colinus virginianus [coyoleos Group]
bltbob1,species,Black-throated Bobwhite,Colinus nigrogularis
crebob1,species,Crested Bobwhite,Colinus cristatus
crebob2,group (polytypic),Crested Bobwhite (Spot-bellied),Colinus cristatus [leucopogon Group]
crebob3,group (polytypic),Crested Bobwhite (Crested),Colinus cristatus [cristatus Group]
scaqua,species,Scaled Quail,Callipepla squamata
x00688,hybrid,Northern Bobwhite x Scaled Quail (hybrid),Colinus virginianus x Callipepla squamata
elequa,species,Elegant Quail,Callipepla douglasii
calqua,species,California Quail,Callipepla californica
x00687,hybrid,Scaled x California Quail (hybrid),Callipepla squamata x californica
gamqua,species,Gambel's Quail,Callipepla gambelii
x00689,hybrid,Scaled x Gambel's Quail (hybrid),Callipepla squamata x gambelii
y00315,hybrid,California x Gambel's Quail (hybrid),Callipepla californica x gambelii
y00711,slash,California/Gambel's Quail,Callipepla californica/gambelii
monqua,species,Montezuma Quail,Cyrtonyx montezumae
monqua1,group (polytypic),Montezuma Quail (Montezuma),Cyrtonyx montezumae [montezumae Group]
monqua2,group (polytypic),Montezuma Quail (Salle's),Cyrtonyx montezumae sallei/rowleyi
ocequa1,species,Ocellated Quail,Cyrtonyx ocellatus
sinqua1,species,Singing Quail,Dactylortyx thoracicus
mawqua1,species,Marbled Wood-Quail,Odontophorus gujanensis
swwqua1,species,Spot-winged Wood-Quail,Odontophorus capueira
bewqua1,species,Black-eared Wood-Quail,Odontophorus melanotis
bfwqua1,species,Black-fronted Wood-Quail,Odontophorus atrifrons
rfwqua1,species,Rufous-fronted Wood-Quail,Odontophorus erythrops
chwqua1,species,Chestnut Wood-Quail,Odontophorus hyperythrus
dbwqua1,species,Dark-backed Wood-Quail,Odontophorus melanonotus
rbwqua1,species,Rufous-breasted Wood-Quail,Odontophorus speciosus
tawqua1,species,Tacarcuna Wood-Quail,Odontophorus dialeucos
gowqua1,species,Gorgeted Wood-Quail,Odontophorus strophium
venwoq1,species,Venezuelan Wood-Quail,Odontophorus columbianus
bbwqua1,species,Black-breasted Wood-Quail,Odontophorus leucolaemus
sfwqua1,species,Stripe-faced Wood-Quail,Odontophorus balliviani
stwqua1,species,Starred Wood-Quail,Odontophorus stellatus
spwqua1,species,Spotted Wood-Quail,Odontophorus guttatus
wood-q1,spuh,wood-quail sp.,Odontophorus sp.
quail1,spuh,new world quail sp.,Odontophoridae sp.
udzpar1,species,Udzungwa Partridge,Xenoperdix udzungwensis
udzpar3,group (monotypic),Udzungwa Partridge (Udzungwa),Xenoperdix udzungwensis udzungwensis
udzpar2,group (monotypic),Udzungwa Partridge (Rubeho),Xenoperdix udzungwensis obscurata
ferpar2,species,Ferruginous Partridge,Caloperdix oculeus
crepar1,species,Crested Partridge,Rollulus rouloul
blapar2,species,Black Partridge,Melanoperdix niger
hilpar1,species,Hill Partridge,Arborophila torqueola
sicpar1,species,Sichuan Partridge,Arborophila rufipectus
chbpar2,species,Chestnut-breasted Partridge,Arborophila mandellii
whnpar2,species,White-necklaced Partridge,Arborophila gingica
rutpar1,species,Rufous-throated Partridge,Arborophila rufogularis
whcpar1,species,White-cheeked Partridge,Arborophila atrogularis
taipar1,species,Taiwan Partridge,Arborophila crudigularis
haipar1,species,Hainan Partridge,Arborophila ardens
chbpar1,species,Chestnut-bellied Partridge,Arborophila javanica
gybpar3,species,Malaysian Partridge,Arborophila campbelli
gybpar5,species,Roll's Partridge,Arborophila rolli
gybpar6,species,Sumatran Partridge,Arborophila sumatrana
y01018,slash,Roll's/Sumatran Partridge,Arborophila rolli/sumatrana
gybpar4,species,Gray-breasted Partridge,Arborophila orientalis
babpar1,species,Bar-backed Partridge,Arborophila brunneopectus
ornpar1,species,Orange-necked Partridge,Arborophila davidi
chhpar1,species,Chestnut-headed Partridge,Arborophila cambodiana
chhpar3,group (monotypic),Chestnut-headed Partridge (Siamese),Arborophila cambodiana diversa
chhpar2,group (polytypic),Chestnut-headed Partridge (Chestnut-headed),Arborophila cambodiana cambodiana/chandamonyi
rebpar5,species,Red-breasted Partridge,Arborophila hyperythra
rebpar3,species,Red-billed Partridge,Arborophila rubrirostris
scbpar1,species,Scaly-breasted Partridge,Arborophila chloropus
scbpar2,group (monotypic),Scaly-breasted Partridge (Tonkin),Arborophila chloropus tonkinensis
scbpar3,group (polytypic),Scaly-breasted Partridge (Green-legged),Arborophila chloropus [chloropus Group]
chnpar1,species,Chestnut-necklaced Partridge,Arborophila charltonii
chnpar2,group (polytypic),Chestnut-necklaced Partridge (Chestnut-necklaced),Arborophila charltonii charltonii/atjenensis
chnpar3,group (monotypic),Chestnut-necklaced Partridge (Sabah),Arborophila charltonii graydoni
arboro1,spuh,Arborophila sp.,Arborophila sp.
lobpar3,species,Long-billed Partridge,Rhizothera longirostris
lobpar2,species,Dulit Partridge,Rhizothera dulitensis
crearg1,species,Crested Argus,Rheinardia ocellata
grearg1,species,Great Argus,Argusianus argus
compea,species,Indian Peafowl,Pavo cristatus
indpea1,domestic,Indian Peafowl (Domestic type),Pavo cristatus (Domestic type)
grepea1,species,Green Peafowl,Pavo muticus
conpea1,species,Congo Peacock,Afropavo congensis
crhpar1,species,Crimson-headed Partridge,Haematortyx sanguiniceps
redspu1,species,Red Spurfowl,Galloperdix spadicea
paispu1,species,Painted Spurfowl,Galloperdix lunulata
y00768,slash,Red/Painted Spurfowl,Galloperdix spadicea/lunulata
ceyspu1,species,Sri Lanka Spurfowl,Galloperdix bicalcarata
palpep1,species,Palawan Peacock-Pheasant,Polyplectron napoleonis
mapphe1,species,Malayan Peacock-Pheasant,Polyplectron malacense
bopphe1,species,Bornean Peacock-Pheasant,Polyplectron schleiermacheri
gepphe1,species,Germain's Peacock-Pheasant,Polyplectron germaini
grypep3,species,Hainan Peacock-Pheasant,Polyplectron katsumatae
mopphe1,species,Mountain Peacock-Pheasant,Polyplectron inopinatum
btpphe1,species,Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum
grypep2,species,Gray Peacock-Pheasant,Polyplectron bicalcaratum
sespar1,species,See-see Partridge,Ammoperdix griseogularis
sanpar1,species,Sand Partridge,Ammoperdix heyi
broqua1,species,Brown Quail,Synoicus ypsilophorus
blbqua1,species,Blue-breasted Quail,Synoicus chinensis
bluqua1,species,Blue Quail,Synoicus adansonii
